page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path
63	1	Upper_Left	0b4e8d73-459d-4930-9d1a-abb8d53e1844	8:38410763−129492841	3, 6	88	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_63_part_1.png
63	2	Upper_Right	2d291fa3-f0fd-4bc1-91a6-783863714190	20:34476364−57596716	3, 4	82	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_63_part_2.png
63	3	Lower_Left	5b7e557a-6aee-4077-b3cd-c96179e643ae	11:686421−122325231	5, 15	19	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_63_part_3.png
63	4	Lower_Right	5b7e557a-6aee-4077-b3cd-c96179e643ae	16:189811−89826984	6, 18	41	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_63_part_4.png
64	1	Upper_Left	8cb0144b-be6b-40a1-86a2-708f96d9b615	5:8959766−170482310	5, 11	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_64_part_1.png
64	2	Upper_Right	8cb0144b-be6b-40a1-86a2-708f96d9b615	18:3353441−77470669	5, 5	5	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_64_part_2.png
64	3	Lower_Left	956017ba-5e4b-42c7-b93d-42316874ba93	8:2540027−12232407	3, 4	31	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_64_part_3.png
64	4	Lower_Right	b2e2d35c-7a79-4165-97a5-82d5c37d94f2	9:3210824−5514822	3, 3	32	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_64_part_4.png
65	1	Upper_Left	cb622cd6-776d-4681-8a67-4addd61c66b8	1:59833557−118334698	3, 6	47	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_65_part_1.png
65	2	Upper_Right	cb622cd6-776d-4681-8a67-4addd61c66b8	11:5981579−123560469	6, 8	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_65_part_2.png
65	3	Lower_Left	cb622cd6-776d-4681-8a67-4addd61c66b8	20:51925862−53895390	3, 4	91	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_65_part_3.png
65	4	Lower_Right	24118b8f-59fe-482a-aed3-7b1bde1571b7	3:41357769−182883840	3, 3	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_65_part_4.png
66	1	Upper_Left	748e38b1-2ead-4a0a-8881-d640617b856b	19:1161814−57249555	3, 5	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_66_part_1.png
66	2	Upper_Right	9205c164-7975-421a-90c3-edfe8def595c	12:1512682−112634460	6, 11	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_66_part_2.png
66	3	Lower_Left	bad34c92-1e64-4187-a0b4-061105fd13ba	12:50347854−124093363	5, 7	11	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_66_part_3.png
66	4	Lower_Right	c350b53b-3c27-4b9e-8b57-d7b6a1205a1f	17:37643389−46968340	3, 3	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_66_part_4.png
