page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path
60	4	Lower_Right	HX11	16:7537773−31271320	4, 4	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_60_part_4.png
61	1	Upper_Left	HX17	11:19730216−113168096	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_61_part_1.png
61	2	Upper_Right	HX32	1:8099405−215842951	10, 18	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_61_part_2.png
61	3	Lower_Left	HX32	2:48452073−217017336	11, 13	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_61_part_3.png
61	4	Lower_Right	HX32	19:1285753−47756167	14, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_61_part_4.png
62	1	Upper_Left	RK042	8:30371255−87560417	7, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_62_part_1.png
62	2	Upper_Right	RK053	3:60740057−188119821	10, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_62_part_2.png
62	3	Lower_Left	RK070	11:2547255−132275890	7, 19	19.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_62_part_3.png
62	4	Lower_Right	RK107	1:26503377−220160009	9, 21	66.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_62_part_4.png
63	1	Upper_Left	RK107	2:2119500−211577974	9, 9	50.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_63_part_1.png
63	2	Upper_Right	RK107	3:39802700−133489711	9, 22	40.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_63_part_2.png
63	3	Lower_Left	RK107	4:40323309−109722573	9, 10	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_63_part_3.png
63	4	Lower_Right	RK107	10:75643021−104011740	11, 13	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_63_part_4.png
64	1	Upper_Left	RK107	11:65126119−117045449	11, 12	41.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_64_part_1.png
64	2	Upper_Right	RK111	1:6300063−213681406	13, 15	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_64_part_2.png
64	3	Lower_Left	RK111	19:14071846−46096435	14, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_64_part_3.png
64	4	Lower_Right	RK120	9:28658249−39086583	4, 8	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_64_part_4.png
65	1	Upper_Left	RK121	4:101126283−130852966	6, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_65_part_1.png
65	2	Upper_Right	RK122	3:100989378−104690117	6, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_65_part_2.png
65	3	Lower_Left	RK122	5:1296781−85032688	4, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_65_part_3.png
65	4	Lower_Right	RK148	5:42562425−154180295	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_65_part_4.png
66	1	Upper_Left	RK148	7:1042254−150037666	13, 13	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_66_part_1.png
66	2	Upper_Right	RK148	9:21975039−132836763	7, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_66_part_2.png
66	3	Lower_Left	RK148	12:9270007−123718833	13, 13	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_66_part_3.png
66	4	Lower_Right	RK148	14:33101844−100726901	9, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_66_part_4.png
67	1	Upper_Left	RK148	17:41536382−79640132	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_67_part_1.png
67	2	Upper_Right	RK148	22:24848675−42286407	16, 16	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_67_part_2.png
67	3	Lower_Left	RK177	8:50712276−144686189	14, 17	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_67_part_3.png
67	4	Lower_Right	RK195	2:9090277−240897263	9, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_67_part_4.png
68	1	Upper_Left	RK211	1:21930164−34131783	5, 13	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_68_part_1.png
68	2	Upper_Right	RK211	12:9969409−96771043	11, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_68_part_2.png
68	3	Lower_Left	RK211	15:51499432−90044037	12, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_68_part_3.png
68	4	Lower_Right	RK280	1:25548581−217538998	7, 13	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_68_part_4.png
69	1	Upper_Left	RK280	3:37076321−196695607	11, 20	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_69_part_1.png
69	2	Upper_Right	RK285	5:973432−156988868	10, 11	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_69_part_2.png
69	3	Lower_Left	RK285	6:158550050−163021558	7, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_69_part_3.png
69	4	Lower_Right	368e23f0-e573-4547-bf5a-14080baf737b	6:1715943−15332733	5, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_69_part_4.png
70	1	Upper_Left	368e23f0-e573-4547-bf5a-14080baf737b	9:4921030−131320749	12, 15	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_70_part_1.png
70	2	Upper_Right	9f81c602-8afa-4588-b0b6-6e5a1a128d5a	18:31523695−73471077	7, 18	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_70_part_2.png
70	3	Lower_Left	c4d1e105-28b7-48df-abef-fbe09782fdb2	4:2178913−151296713	14, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_70_part_3.png
70	4	Lower_Right	c4d1e105-28b7-48df-abef-fbe09782fdb2	6:11726247−162394717	8, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_70_part_4.png
71	1	Upper_Left	f77cf4d3-9829-4fd3-95a1-b29aed9e94b8	X:147715186−154903339	5, 5	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_71_part_1.png
71	2	Upper_Right	037c57d1-b4a5-45dc-bda4-0550461d321b	1:51845048−55431534	4, 5	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_71_part_2.png
71	3	Lower_Left	037c57d1-b4a5-45dc-bda4-0550461d321b	2:32968870−222526259	7, 9	36.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_71_part_3.png
71	4	Lower_Right	037c57d1-b4a5-45dc-bda4-0550461d321b	5:1852334−41793671	6, 10	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_71_part_4.png
72	1	Upper_Left	1f6b2aca-7357-40d1-ba7a-99227d9900a2	6:47045197−150310817	9, 14	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_72_part_1.png
72	2	Upper_Right	43abe847-4ba7-466e-8283-5d7b80b999a7	7:114953114−146032540	4, 6	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_72_part_2.png
72	3	Lower_Left	7b982d5e-3a7d-40ac-bd25-6044c62879b6	10:89028540−98045877	5, 7	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_72_part_3.png
72	4	Lower_Right	87ac0ad4-8c9d-409e-9a86-1d201d01769d	1:15427220−247773092	17, 29	29.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_72_part_4.png
73	1	Upper_Left	9a874b64-d0d6-416e-97bc-e9071ed0b16b	7:3406252−121161205	7, 22	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_73_part_1.png
73	2	Upper_Right	aecf85cc-058c-46f3-9cdc-3573ac3b8438	11:400656−128835047	8, 8	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_73_part_2.png
73	3	Lower_Left	b913d254-8307-4b8a-8313-d978e32bb38f	1:10985224−229819545	7, 7	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_73_part_3.png
73	4	Lower_Right	4111337	12:17128247−17295895	6, 7	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_73_part_4.png
74	1	Upper_Left	4135099	2:53389576−199251373	12, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_74_part_1.png
74	2	Upper_Right	4135099	4:2735820−190587393	13, 17	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_74_part_2.png
74	3	Lower_Left	4138527	4:15573682−189567466	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_74_part_3.png
74	4	Lower_Right	4138527	13:30136476−91861686	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_74_part_4.png
75	1	Upper_Left	4138527	16:48053477−51323723	4, 4	4.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_75_part_1.png
75	2	Upper_Right	4145528	1:77006091−161744723	13, 18	63.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_75_part_2.png
75	3	Lower_Left	4145528	3:111610899−188282688	12, 40	47.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_75_part_3.png
75	4	Lower_Right	4145528	4:137343292−185113770	14, 28	33.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_75_part_4.png
76	1	Upper_Left	4145528	8:3116649−136165687	20, 57	89.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_76_part_1.png
76	2	Upper_Right	4147968	4:30276216−125265483	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_76_part_2.png
76	3	Lower_Left	4176133	19:2022616−43007888	9, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_76_part_3.png
76	4	Lower_Right	4188398	7:16592923−110490608	18, 20	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_76_part_4.png
77	1	Upper_Left	16	1:158895713−207110372	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_77_part_1.png
77	2	Upper_Right	16	6:87781500−137889692	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_77_part_2.png
77	3	Lower_Left	AOCS-004	8:25228170−114295579	9, 10	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_77_part_3.png
77	4	Lower_Right	AOCS-005	6:109475920−109661908	4, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_77_part_4.png
78	1	Upper_Left	AOCS-063	7:17651563−151348579	9, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_78_part_1.png
78	2	Upper_Right	AOCS-064	4:19583669−172211276	5, 8	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_78_part_2.png
78	3	Lower_Left	AOCS-065	2:42549921−220375355	12, 16	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_78_part_3.png
78	4	Lower_Right	AOCS-065	8:22020075−122183195	9, 10	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_78_part_4.png
79	1	Upper_Left	AOCS-075	1:76045362−227389874	5, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_79_part_1.png
79	2	Upper_Right	AOCS-078	10:10638409−126440995	18, 26	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_79_part_2.png
79	3	Lower_Left	AOCS-079	1:93975098−229706598	5, 8	36.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_79_part_3.png
79	4	Lower_Right	AOCS-080	2:65178109−67917873	6, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_79_part_4.png
80	1	Upper_Left	AOCS-083	11:681299−115592442	7, 7	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_80_part_1.png
80	2	Upper_Right	AOCS-084	2:39660868−41960421	6, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_80_part_2.png
80	3	Lower_Left	AOCS-090	10:11417451−104002149	7, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_80_part_3.png
80	4	Lower_Right	AOCS-091	2:3886207−191136840	9, 14	27.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_80_part_4.png
81	1	Upper_Left	AOCS-092	7:6073651−127466609	11, 17	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_81_part_1.png
81	2	Upper_Right	AOCS-093	4:1895208−181137268	7, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_81_part_2.png
81	3	Lower_Left	AOCS-094	6:41123088−100990123	8, 29	29.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_81_part_3.png
81	4	Lower_Right	AOCS-094	19:35566735−45168798	5, 7	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_81_part_4.png
82	1	Upper_Left	AOCS-094	X:18850169−152426350	5, 12	19.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_82_part_1.png
82	2	Upper_Right	AOCS-095	4:14169897−31589123	6, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_82_part_2.png
82	3	Lower_Left	AOCS-108	8:36857660−141396458	7, 18	58.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_82_part_3.png
82	4	Lower_Right	AOCS-112	12:6016071−129897086	8, 8	33.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_82_part_4.png
83	1	Upper_Left	AOCS-112	22:29629715−46463921	13, 15	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_83_part_1.png
83	2	Upper_Right	AOCS-116	5:6523540−170861278	12, 26	34.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_83_part_2.png
83	3	Lower_Left	AOCS-116	8:120799542−121389397	4, 7	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_83_part_3.png
83	4	Lower_Right	AOCS-116	11:36110794−108039913	7, 24	27.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_83_part_4.png
84	1	Upper_Left	AOCS-117	3:202871−63948256	5, 6	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_84_part_1.png
84	2	Upper_Right	AOCS-117	6:30232935−32110297	4, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_84_part_2.png
84	3	Lower_Left	AOCS-117	11:6511167−122670130	9, 16	19.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_84_part_3.png
84	4	Lower_Right	AOCS-119	X:73888460−94161009	8, 8	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_84_part_4.png
85	1	Upper_Left	AOCS-120	1:1708031−206256543	12, 21	61.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_85_part_1.png
85	2	Upper_Right	AOCS-120	2:17888044−240960571	11, 13	86.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_85_part_2.png
85	3	Lower_Left	AOCS-128	2:19515679−227555412	9, 15	40.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_85_part_3.png
85	4	Lower_Right	AOCS-128	20:11284294−25291268	8, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_85_part_4.png
86	1	Upper_Left	AOCS-138	5:96175581−171118223	10, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_86_part_1.png
86	2	Upper_Right	AOCS-139	2:48598839−187592335	8, 19	45.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_86_part_2.png
86	3	Lower_Left	AOCS-139	6:7505549−166697296	10, 14	28.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_86_part_3.png
86	4	Lower_Right	AOCS-139	8:48696966−144814173	8, 10	39.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_86_part_4.png
87	1	Upper_Left	AOCS-139	11:97517122−129852368	8, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_87_part_1.png
87	2	Upper_Right	AOCS-150	5:175233−56407292	7, 8	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_87_part_2.png
87	3	Lower_Left	AOCS-150	6:34474425−84968074	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_87_part_3.png
87	4	Lower_Right	AOCS-159	15:45195576−78304180	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_87_part_4.png
88	1	Upper_Left	AOCS-161	14:23318396−82349714	9, 12	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_88_part_1.png
88	2	Upper_Right	AOCS-164	8:35352452−144225865	7, 16	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_88_part_2.png
88	3	Lower_Left	AOCS-165	5:56289678−56503515	4, 4	4.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_88_part_3.png
88	4	Lower_Right	AOCS-166	1:153869668−245318697	10, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_88_part_4.png
89	1	Upper_Left	AOCS-167	1:81903189−235162240	11, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_89_part_1.png
89	2	Upper_Right	AOCS-169	3:68970737−174586485	10, 23	38.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_89_part_2.png
89	3	Lower_Left	AOCS-169	5:389649−170154621	10, 10	46.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_89_part_3.png
89	4	Lower_Right	AOCS-170	1:58559059−225301156	13, 31	77.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_89_part_4.png
90	1	Upper_Left	AOCS-170	2:145638253−166271367	10, 10	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_90_part_1.png
90	2	Upper_Right	AOCS-170	12:18986632−111780873	7, 16	46.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_90_part_2.png
90	3	Lower_Left	AOCS-170	13:26480205−114798981	10, 11	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_90_part_3.png
90	4	Lower_Right	AOCS-170	15:92905679−93872883	4, 5	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_90_part_4.png
91	1	Upper_Left	AOCS-170	16:1456338−84616481	7, 12	36.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_91_part_1.png
91	2	Upper_Right	AOCS-171	8:9852651−142422526	12, 21	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_91_part_2.png
91	3	Lower_Left	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	1:49064386−205747224	9, 9	47.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_91_part_3.png
91	4	Lower_Right	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	5:32370239−40782660	4, 6	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_91_part_4.png
92	1	Upper_Left	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	9:1986986−134705327	7, 26	39.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_92_part_1.png
92	2	Upper_Right	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	10:4932621−32240886	5, 6	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_92_part_2.png
92	3	Lower_Left	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	18:1815322−75311633	9, 29	40.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_92_part_3.png
92	4	Lower_Right	098acb76-0bf5-44e5-bcae-f919cf5fa5e5	X:4890040−140268120	18, 19	71.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_92_part_4.png
93	1	Upper_Left	0a48873a-092a-4b25-822b-b0b3c18c08a8	5:66641825−177746139	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_93_part_1.png
93	2	Upper_Right	0c1a2e7d-e7e4-481e-a012-ef214c444497	2:2471432−237349046	7, 15	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_93_part_2.png
93	3	Lower_Left	0c1a2e7d-e7e4-481e-a012-ef214c444497	10:56404122−134361570	7, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_93_part_3.png
93	4	Lower_Right	15556b28-c6bd-455a-87b6-4b7b3e33d0e4	2:53884124−226741490	8, 10	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_93_part_4.png
