page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments
155	3	Lower_Left	1549dc64-3dab-43fc-96e9-b07d520957e1		7, 0	
155	4	Lower_Right	174850b4-5ec2-462b-a890-89bd1716b3c2		14, 15	
156	1	Upper_Left	5ed024e8-d05e-4c65-9441-eda9930ccc82		38, 2	
156	2	Upper_Right	6956473b-92e5-4069-a26b-b48e280e76f2		56, 1	
156	3	Lower_Left	75113445-d2d6-44a0-866c-c9175e6d214b		7, 5	
156	4	Lower_Right	790ff5db-b7f3-4946-aaed-305f66b1dd6a		9, 7	
157	1	Upper_Left	88db1340-e4bf-451a-87c0-6e9168296f5e		53, 1	
157	2	Upper_Right	9f6be944-83de-42ab-8738-f0022f475e61		6, 3	
157	3	Lower_Left	a9b7d7fe-be31-4f71-afee-c1bfdf511888		7, 5	
157	4	Lower_Right	a9b7d7fe-be31-4f71-afee-c1bfdf511888		9, 9	
158	1	Upper_Left	d2f2560c-ec80-4fea-9474-c47a2e85ea95		67, 3	
158	2	Upper_Right	e4fc0909-f284-4471-866d-d8967b6adcbc		49, 2	
158	3	Lower_Left	f05d314c-5ec5-4e2a-b785-9a702716f111		8, 0	
158	4	Lower_Right	CGP_donor_1451422		12, 22	
159	1	Upper_Left	a3be445a-a592-4073-815b-47ae41f9c4a0		77, 3	
159	2	Upper_Right	941f75a1-fea4-4539-ba69-60bb11608f6d		68, 2	
159	3	Lower_Left	941f75a1-fea4-4539-ba69-60bb11608f6d		13, 17	
159	4	Lower_Right	e733f289-a0ec-478c-aad9-1378ad26ddfa		7, 7	
160	1	Upper_Left	eb59cf69-1997-41b9-bf69-69ad7da292a1		4, 3	
160	2	Upper_Right	17dffffc-65d6-4209-9075-18a441001f0f		48, 1	
160	3	Lower_Left	3258cb3b-f63b-463c-b2e4-d638149157c5		9, 2	
160	4	Lower_Right	6e6962d8-34b8-431c-8220-42b0b92a410b		11, 14	
161	1	Upper_Left	a515cf2d-e918-4958-9bf6-e611b425a97e		53, 2	
161	2	Upper_Right	be3a7ef3-34ed-40e1-9d9c-187940596b26		71, 1	
161	3	Lower_Left	ICGC_MB36		10, 17	
161	4	Lower_Right	490eabca-4575-4bd6-9604-6b6e23d069ce		8, 8	
162	1	Upper_Left	bfb07784-693b-4c25-874e-4ad6e04a5d46		58, 2	
162	2	Upper_Right	c83d38fc-e011-4f75-a100-96513611f3e9		56, 3	
162	3	Lower_Left	fafd4576-0709-49e1-926f-ad1ee09907ec		8, 4	
162	4	Lower_Right	0bb786ee-07cf-4853-9b49-ec95cd14e282		7, 0	
163	1	Upper_Left	8feb0e8f-d09b-437d-8651-0cdecfe776bf		75, 1	
163	2	Upper_Right	8feb0e8f-d09b-437d-8651-0cdecfe776bf		75, 1	
163	3	Lower_Left	OCCAMS-AH-071		7, 0	
163	4	Lower_Right	OCCAMS-AH-131		7, 1	
164	1	Upper_Left	OCCAMS-AH-135		55, 2	
164	2	Upper_Right	OCCAMS-AH-135		55, 2	
164	3	Lower_Left	OCCAMS-AH-143		7, 4	
164	4	Lower_Right	OCCAMS-AH-213		7, 2	
165	1	Upper_Left	OCCAMS-WG-005		38, 2	
165	2	Upper_Right	OCCAMS-WG-008		4, 2	
165	3	Lower_Left	05fbd98c-28bd-41bc-ae60-16ac0c16c723		19, 2	
165	4	Lower_Right	05fbd98c-28bd-41bc-ae60-16ac0c16c723			
166	1	Upper_Left	0956bc67-dd55-4c54-a56a-f22f2856662a		75, 1	
166	2	Upper_Right	ba9d4568-71a8-41fc-a2be-0bf784e36d6a		8, 1	
166	3	Lower_Left	ba9d4568-71a8-41fc-a2be-0bf784e36d6a		7, 0	
166	4	Lower_Right	e8ac39e6-377a-412c-b18d-f6c4fc654ec6		7, 2	
167	1	Upper_Left	OSCC-GB_012501		55, 2	
167	2	Upper_Right	b08dfba8-6afb-4217-9259-72be6f1f3363		77, 2	
167	3	Lower_Left	9da334ed-314c-4445-ba29-ffd9bb42403c			
167	4	Lower_Right	71b35cd8-ecee-4599-bb24-b1ef78118423		7, 2	
168	1	Upper_Left	C0009		41, 1	
168	2	Upper_Right	C0046		46, 1	
168	3	Lower_Left	C0075		7, 1	
168	4	Lower_Right	18c08546-bed3-4ed9-b223-479afe633c8e			
169	1	Upper_Left	4bbdbe77-f3cb-4b64-9826-72debb734784		82, 2	
169	2	Upper_Right	4bbdbe77-f3cb-4b64-9826-72debb734784		82, 2	
169	3	Lower_Left	68015cc7-d3a1-4c90-b8fb-5d14143d9960		10, 11	
169	4	Lower_Right	8afa3140-dcbd-44c0-ab13-4ada6a0444d4		17, 3	
170	1	Upper_Left	8afa3140-dcbd-44c0-ab13-4ada6a0444d4		84, 3	
170	2	Upper_Right	8afa3140-dcbd-44c0-ab13-4ada6a0444d4		84, 3	
170	3	Lower_Left	bd48fa5e-0152-46f0-a4fa-8cf723ff2dcd		10, 8	
170	4	Lower_Right	bd48fa5e-0152-46f0-a4fa-8cf723ff2dcd		13, 9	
171	1	Upper_Left	bd48fa5e-0152-46f0-a4fa-8cf723ff2dcd		57, 2	
171	2	Upper_Right	bd48fa5e-0152-46f0-a4fa-8cf723ff2dcd		57, 2	
171	3	Lower_Left	bee9d6c8-948f-4b76-97ca-b985064249ef		7, 7	
171	4	Lower_Right	RK006		7, 1	
172	1	Upper_Left	RK025		33, 4	
172	2	Upper_Right	RK036		14, 11	
172	3	Lower_Left	RK042		7, 2	
172	4	Lower_Right	RK070		9, 8	
173	1	Upper_Left	RK072		7, 4	
173	2	Upper_Right	RK080		77, 3	
173	3	Lower_Left	RK080		9, 4	
173	4	Lower_Right	RK087		9, 4	
174	1	Upper_Left	RK087		26, 1	
174	2	Upper_Right	RK125		72, 3	
174	3	Lower_Left	RK148		17, 1	
174	4	Lower_Right	RK148		9, 6	
175	1	Upper_Left	RK207		38, 3	
175	2	Upper_Right	RK216		84, 3	
175	3	Lower_Left	RK234		7, 1	
175	4	Lower_Right	RK244		7, 1	
176	1	Upper_Left	RK245		47, 2	
176	2	Upper_Right	RK258		17, 3	
176	3	Lower_Left	RK261		7, 0	
176	4	Lower_Right	RK261		11, 13	
177	1	Upper_Left	RK283		25, 2	
177	2	Upper_Right	RK289		15, 34	
177	3	Lower_Left	RK304		7, 4	
177	4	Lower_Right	RK304		8, 8	
178	1	Upper_Left	RK337		38, 2	
178	2	Upper_Right	RK337		38, 2	
178	3	Lower_Left	RK337		8, 0	
178	4	Lower_Right	21fb46f9-4bbb-441c-af19-a687e9138344		9, 2	
179	1	Upper_Left	31c96e35-5e2f-429c-b12a-7bc5a497a300		49, 4	
179	2	Upper_Right	a8d6694c-a213-4544-ac0b-63bce16d8f4e		62, 2	
179	3	Lower_Left	c4d1e105-28b7-48df-abef-fbe09782fdb2		7, 2	
179	4	Lower_Right	d2824e6d-3784-45c2-9b0f-52b17356b5da		7, 3	
180	1	Upper_Left	d2824e6d-3784-45c2-9b0f-52b17356b5da		38, 3	
180	2	Upper_Right	d2824e6d-3784-45c2-9b0f-52b17356b5da		38, 3	
180	3	Lower_Left	81b7cbc1-c037-426f-95b0-d729a30697da		9, 2	
180	4	Lower_Right	9293e197-e38a-4e19-a7d0-1b45d1ad48bd		10, 1	
181	1	Upper_Left	9a874b64-d0d6-416e-97bc-e9071ed0b16b		48, 2	
181	2	Upper_Right	a3e1ac67-a1f2-44fb-8343-a7e8239fc24a		48, 1	
181	3	Lower_Left	bd15f523-45c4-4d7c-a3cc-4fb56abb0e54		7, 1	
181	4	Lower_Right	e6b72c24-1607-43b9-8b8a-7bf83eea5895		7, 1	
182	1	Upper_Left	4105746		71, 2	
182	2	Upper_Right	4111326		71, 1	
182	3	Lower_Left	4134005		7, 2	
182	4	Lower_Right	4135099		7, 7	
183	1	Upper_Left	4135099		79, 1	
183	2	Upper_Right	4135099		79, 1	
183	3	Lower_Left	4138527		9, 2	
183	4	Lower_Right	4163639		9, 7	
184	1	Upper_Left	4176133		76, 1	
184	2	Upper_Right	4196670		63, 2	
184	3	Lower_Left	177		9, 3	
184	4	Lower_Right	SNU_WGS_06		7, 1	
185	1	Upper_Left	SNU_WGS_12		82, 2	
185	2	Upper_Right	AOCS-060		68, 2	
185	3	Lower_Left	AOCS-065		7, 9	
185	4	Lower_Right	AOCS-086		7, 1	
186	1	Upper_Left	AOCS-088		61, 1	
186	2	Upper_Right	AOCS-091		74, 3	
186	3	Lower_Left	AOCS-120		7, 2	
186	4	Lower_Right	AOCS-120		7, 2	
187	1	Upper_Left	AOCS-128		37, 3	
187	2	Upper_Right	AOCS-128		37, 3	
187	3	Lower_Left	AOCS-138			
187	4	Lower_Right	AOCS-158		7, 4	
188	1	Upper_Left	AOCS-167		81, 1	
188	2	Upper_Right	AOCS-171		76, 1	
188	3	Lower_Left	AOCS-171		9, 2	
188	4	Lower_Right	098acb76-0bf5-44e5-bcae-f919cf5fa5e5		9, 2	
189	1	Upper_Left	206ce0ed-36a4-47ab-ac8e-f6fca6ac5c18		75, 2	
189	2	Upper_Right	2b14123b-8fcd-402c-9399-4e7c47f20252		77, 3	
189	3	Lower_Left	4eac2c98-86d2-4ee6-a1d3-157d013c78dc		8, 2	
189	4	Lower_Right	6d10d4ee-6331-4bba-93bc-a7b64cc0b22a			
190	1	Upper_Left	a5030259-cf9c-4a58-8710-b9da8ee59320		89, 1	
190	2	Upper_Right	c8febeef-8e7e-459e-88cb-8086692dc559		9, 1	
190	3	Lower_Left	f5033d52-ec36-4e67-88d8-b6d898b81b2f		12, 12	
190	4	Lower_Right	ff530f28-0ec0-4494-bb54-44bb055bae1c		9, 2	
191	1	Upper_Left	ICGC_0006		41, 3	
191	2	Upper_Right	ICGC_0124		36, 2	
191	3	Lower_Left	ICGC_0140		13, 2	
191	4	Lower_Right	ICGC_0201		9, 4	
192	1	Upper_Left	ICGC_0227		37, 3	
192	2	Upper_Right	ICGC_0543		53, 1	
192	3	Lower_Left	PCSI_0078		7, 1	
192	4	Lower_Right	PCSI_0109		9, 2	
193	1	Upper_Left	PCSI_0161		63, 2	
193	2	Upper_Right	PCSI_0161		63, 2	
193	3	Lower_Left	PCSI_0218		9, 2	
193	4	Lower_Right	PCSI_0285		7, 1	
194	1	Upper_Left	PCSI_0334		78, 1	
194	2	Upper_Right	PCSI_0456		8, 3	
194	3	Lower_Left	PCSI_0457		9, 5	
194	4	Lower_Right	PCSI_0468		9, 3	
195	1	Upper_Left	PCSI_0492		65, 2	
195	2	Upper_Right	PCSI_0504		75, 1	
195	3	Lower_Left	PCSI_0504		9, 5	
195	4	Lower_Right	PCSI_0528		7, 1	
196	1	Upper_Left	ITNET-0100		95, 1	
196	2	Upper_Right	EOPC-01		53, 1	
196	3	Lower_Left	EOPC-01		9, 1	
196	4	Lower_Right	EOPC-04		7, 5	
197	1	Upper_Left	EOPC-04		58, 1	
197	2	Upper_Right	EOPC-09		39, 1	
197	3	Lower_Left	CPCG0046		7, 0	
197	4	Lower_Right	CPCG0046		14, 19	
198	1	Upper_Left	CPCG0057		56, 1	
198	2	Upper_Right	CPCG0057		56, 1	
198	3	Lower_Left	CPCG0057		7, 0	
198	4	Lower_Right	CPCG0057		7, 1	
199	1	Upper_Left	CPCG0094		46, 1	
199	2	Upper_Right	CPCG0102		24, 1	
199	3	Lower_Left	CPCG0121		7, 4	
199	4	Lower_Right	CPCG0121		7, 0	
200	1	Upper_Left	CPCG0213		49, 1	
200	2	Upper_Right	CPCG0213		49, 1	
200	3	Lower_Left	CPCG0213		7, 0	
200	4	Lower_Right	CPCG0234		7, 5	
201	1	Upper_Left	CPCG0250		26, 1	
201	2	Upper_Right	CPCG0250		26, 1	
201	3	Lower_Left	CPCG0250		7, 9	
201	4	Lower_Right	CPCG0250		7, 0	
202	1	Upper_Left	CPCG0266		51, 1	
202	2	Upper_Right	CPCG0266		51, 1	
202	3	Lower_Left	CPCG0266		7, 9	
202	4	Lower_Right	CPCG0266		7, 1	
203	1	Upper_Left	CPCG0339		97, 1	
203	2	Upper_Right	CPCG0341		55, 1	
203	3	Lower_Left	CPCG0345		7, 7	
203	4	Lower_Right	CPCG0345		9, 0	
204	1	Upper_Left	CPCG0371		55, 1	
204	2	Upper_Right	CPCG0371		55, 1	
204	3	Lower_Left	0078_CRUK_PC_0078		11, 95	
204	4	Lower_Right	A10-0015_CRUK_PC_0015		28, 6	
