page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments
160	3	Lower_Left	ICGC_0217	21:14583619−47124626	8, 8	15
160	4	Lower_Right	ICGC_0300	1:41444007−240774472	8, 13	59
161	1	Upper_Left	ICGC_0303	17:28715899−50792664	14, 14	14
161	2	Upper_Right	ICGC_0313	1:189423365−236063825	16, 22	22
161	3	Lower_Left	ICGC_0326	12:73647749−128290868	7, 7	14
161	4	Lower_Right	ICGC_0326	18:20681108−75019000	17, 24	24
162	1	Upper_Left	ICGC_0392	8:24086553−130006493	7, 15	54
162	2	Upper_Right	ICGC_0392	12:25014211−58344707	7, 17	35
162	3	Lower_Left	ICGC_0392	17:19427565−80415097	7, 7	42
162	4	Lower_Right	ICGC_0393	13:24905703−113852941	8, 10	55
163	1	Upper_Left	ICGC_0412	18:3408603−25505804	9, 16	16
163	2	Upper_Right	ICGC_0419	2:33811228−80725292	11, 11	11
163	3	Lower_Left	ICGC_0419	21:15770299−47546356	15, 26	26
163	4	Lower_Right	ICGC_0420	12:27339007−85847160	10, 19	19
164	1	Upper_Left	ICGC_0486	2:95882672−200533578	9, 9	9
164	2	Upper_Right	ICGC_0502	3:1045935−2770954	9, 12	12
164	3	Lower_Left	ICGC_0521	5:51314841−160442765	10, 16	16
164	4	Lower_Right	ICGC_0521	9:40335567−125502754	21, 21	21
165	1	Upper_Left	ICGC_0526	12:77174515−81375488	10, 10	10
165	2	Upper_Right	ICGC_0526	13:42400145−51281146	13, 13	13
165	3	Lower_Left	ICGC_0526	16:4628924−90122371	14, 16	16
165	4	Lower_Right	ICGC_0535	6:25273614−62346185	8, 11	11
166	1	Upper_Left	ICGC_0535	12:80590486−121388006	11, 17	17
166	2	Upper_Right	ICGC_0536	2:167051773−233617455	10, 15	15
166	3	Lower_Left	PCSI_0015	7:56204033−125643006	8, 10	36
166	4	Lower_Right	PCSI_0015	8:100785898−143451880	9, 34	49
167	1	Upper_Left	PCSI_0015	12:1762415−132632652	8, 42	44
167	2	Upper_Right	PCSI_0023	15:28070426−73690087	11, 11	11
167	3	Lower_Left	PCSI_0048	3:3120897−83846277	13, 13	13
167	4	Lower_Right	PCSI_0072	18:3860804−37436169	7, 10	26
168	1	Upper_Left	PCSI_0080	15:46323229−67503083	8, 8	38
168	2	Upper_Right	PCSI_0081	22:17339868−50561700	7, 14	63
168	3	Lower_Left	PCSI_0082	8:6295682−40937004	8, 9	16
168	4	Lower_Right	PCSI_0082	16:7095949−87854086	32, 32	41
169	1	Upper_Left	PCSI_0101	7:111513717−152373524	11, 11	11
169	2	Upper_Right	PCSI_0101	14:20883702−106705001	18, 34	60
169	3	Lower_Left	PCSI_0101	15:20557095−102195722	41, 41	41
169	4	Lower_Right	PCSI_0104	1:72694825−237333439	14, 19	19
170	1	Upper_Left	PCSI_0111	1:224736774−247023067	7, 8	17
170	2	Upper_Right	PCSI_0111	3:35128015−182834759	11, 23	23
170	3	Lower_Left	PCSI_0111	11:66329047−111791324	8, 13	40
170	4	Lower_Right	PCSI_0145	14:32259593−106721663	7, 11	71
171	1	Upper_Left	PCSI_0173	2:156697897−174544813	10, 10	10
171	2	Upper_Right	PCSI_0174	11:4497415−80861714	7, 17	29
171	3	Lower_Left	PCSI_0217	10:997409−23898134	7, 12	23
171	4	Lower_Right	PCSI_0217	12:41107420−120160634	22, 27	27
172	1	Upper_Left	PCSI_0226	12:6793815−132449370	13, 19	29
172	2	Upper_Right	PCSI_0230	7:38154775−158410033	13, 32	52
172	3	Lower_Left	PCSI_0230	15:23887647−81786260	13, 21	21
172	4	Lower_Right	PCSI_0230	21:24156719−42334957	8, 12	12
173	1	Upper_Left	PCSI_0239	13:19829855−23893773	17, 45	45
173	2	Upper_Right	PCSI_0261	4:67443335−187140838	9, 20	58
173	3	Lower_Left	PCSI_0261	18:8939813−74242436	15, 18	33
173	4	Lower_Right	PCSI_0274	12:47428310−76942994	7, 10	10
174	1	Upper_Left	PCSI_0279	19:31472618−51366174	9, 13	35
174	2	Upper_Right	PCSI_0280	11:489225−45714066	8, 14	79
174	3	Lower_Left	PCSI_0281	22:23142389−50230074	7, 17	18
174	4	Lower_Right	PCSI_0284	2:125112849−242849922	18, 45	46
175	1	Upper_Left	PCSI_0284	20:48853377−57995207	7, 13	13
175	2	Upper_Right	PCSI_0287	6:26445451−161795623	47, 47	47
175	3	Lower_Left	PCSI_0287	9:12263449−31719162	7, 7	7
175	4	Lower_Right	PCSI_0297	9:3612495−91279620	20, 20	20
176	1	Upper_Left	PCSI_0297	12:49890146−51896557	12, 12	12
176	2	Upper_Right	PCSI_0297	17:16438476−80055892	8, 10	73
176	3	Lower_Left	PCSI_0300	19:29270995−48823894	7, 7	21
176	4	Lower_Right	PCSI_0303	18:18793459−48361192	14, 16	16
177	1	Upper_Left	PCSI_0305	2:147370933−187071951	12, 16	21
177	2	Upper_Right	PCSI_0307	6:64529563−136604930	18, 18	18
177	3	Lower_Left	PCSI_0324	5:43481679−126819152	10, 10	10
177	4	Lower_Right	PCSI_0325	7:2311735−70487292	7, 14	59
178	1	Upper_Left	PCSI_0338	1:51308307−249192722	8, 9	40
178	2	Upper_Right	PCSI_0340	18:149060−29571306	10, 19	37
178	3	Lower_Left	PCSI_0345	8:51309933−137292850	9, 9	9
178	4	Lower_Right	PCSI_0350	18:31950397−68899945	7, 13	25
179	1	Upper_Left	PCSI_0350	22:19346879−47234372	10, 16	16
179	2	Upper_Right	PCSI_0351	4:40669996−189308624	12, 12	12
179	3	Lower_Left	PCSI_0352	14:20953269−101623829	11, 36	36
179	4	Lower_Right	PCSI_0354	18:4121150−73576993	10, 10	10
180	1	Upper_Left	PCSI_0356	8:40478806−140298863	31, 32	32
180	2	Upper_Right	PCSI_0356	11:323191−36726710	24, 48	63
180	3	Lower_Left	PCSI_0356	17:22238087−79107550	11, 14	27
180	4	Lower_Right	PCSI_0392	12:7998293−127887019	9, 11	11
181	1	Upper_Left	PCSI_0403	12:388638−75487543	21, 34	41
181	2	Upper_Right	PCSI_0403	17:25733074−70173103	11, 14	14
181	3	Lower_Left	PCSI_0451	8:47674760−136141807	8, 10	15
181	4	Lower_Right	PCSI_0458	2:2888790−157310482	9, 23	26
182	1	Upper_Left	PCSI_0472	10:28947349−34511968	13, 18	18
182	2	Upper_Right	PCSI_0473	6:36130410−92771456	7, 11	21
182	3	Lower_Left	PCSI_0477	2:45422−204621489	7, 9	16
182	4	Lower_Right	PCSI_0477	3:2293198−187254007	10, 10	23
183	1	Upper_Left	PCSI_0477	17:21709058−72004070	8, 14	17
183	2	Upper_Right	PCSI_0527	12:16004740−48600593	7, 7	20
183	3	Lower_Left	PCSI_0572	2:21945480−110876001	8, 13	24
183	4	Lower_Right	ICGC_0431	10:4904254−111891388	17, 17	17
184	1	Upper_Left	ICGC_0455	1:188073080−236635572	10, 19	19
184	2	Upper_Right	ICGC_0498	1:8214142−231450770	41, 41	41
184	3	Lower_Left	ICGC_0498	11:21255252−90295433	26, 26	26
184	4	Lower_Right	ITNET-1266	11:67900950−116481177	17, 17	17
185	1	Upper_Left	ITNET-0087	8:15876266−129305739	16, 16	25
185	2	Upper_Right	ITNET-0118	15:35208509−67092577	15, 15	15
185	3	Lower_Left	ITNET-0152	22:17924903−47818249	30, 30	30
185	4	Lower_Right	ITNET-0152	X:808303−155214868	122, 122	122
186	1	Upper_Left	ITNET-0968	18:12732238−76910328	15, 15	15
186	2	Upper_Right	EOPC-011	6:145595779−168829760	14, 14	14
186	3	Lower_Left	EOPC-018	2:193357450−199873274	12, 12	12
186	4	Lower_Right	EOPC-021	1:5717619−90237612	12, 12	12
187	1	Upper_Left	EOPC-021	2:55039051−149412025	10, 10	10
187	2	Upper_Right	EOPC-029	11:96486263−98959029	19, 19	19
187	3	Lower_Left	EOPC-030	11:70358348−117056058	7, 7	7
187	4	Lower_Right	EOPC-030	15:45489848−50514324	8, 8	8
188	1	Upper_Left	EOPC-05	12:20367968−117498112	13, 13	13
188	2	Upper_Right	EOPC-06	11:3698754−86989800	16, 16	16
188	3	Lower_Left	EOPC-06	19:4983858−52796956	8, 8	8
188	4	Lower_Right	CPCG0001	6:73106289−128515137	10, 10	10
189	1	Upper_Left	CPCG0020	5:85713705−111436997	8, 19	19
189	2	Upper_Right	CPCG0040	4:66000602−188117670	13, 19	19
189	3	Lower_Left	CPCG0047	5:58141508−132747188	8, 13	13
189	4	Lower_Right	CPCG0047	17:7344436−80003025	10, 10	10
190	1	Upper_Left	CPCG0078	7:87564783−152327924	9, 9	15
190	2	Upper_Right	CPCG0087	10:65582868−91714710	10, 13	13
190	3	Lower_Left	CPCG0095	19:35792212−49163182	9, 9	9
190	4	Lower_Right	CPCG0098	6:80395987−95133658	16, 16	16
191	1	Upper_Left	CPCG0098	X:26243883−91967097	10, 10	10
191	2	Upper_Right	CPCG0099	5:49962437−111461751	10, 23	23
191	3	Lower_Left	CPCG0123	2:32918330−74219519	7, 7	7
191	4	Lower_Right	CPCG0123	8:22894046−144595974	7, 7	7
192	1	Upper_Left	CPCG0123	17:27075680−55017524	9, 9	9
192	2	Upper_Right	CPCG0124	13:29235366−111679206	13, 13	13
192	3	Lower_Left	CPCG0128	2:57746139−137270112	12, 19	19
192	4	Lower_Right	CPCG0128	7:106208873−123387813	20, 20	20
193	1	Upper_Left	CPCG0154	12:41871673−107239693	11, 19	19
193	2	Upper_Right	CPCG0158	7:38307844−131180183	7, 7	16
193	3	Lower_Left	CPCG0158	20:26127345−62406063	11, 28	52
193	4	Lower_Right	CPCG0166	1:64280405−222074952	14, 16	16
194	1	Upper_Left	CPCG0183	5:61391468−82150238	11, 11	11
194	2	Upper_Right	CPCG0183	16:63407336−87039387	14, 14	14
194	3	Lower_Left	CPCG0184	7:28022973−144475086	7, 9	19
194	4	Lower_Right	CPCG0185	10:11812464−112681665	7, 11	22
195	1	Upper_Left	CPCG0191	8:4682515−119746552	9, 9	9
195	2	Upper_Right	CPCG0199	3:162683867−169237872	11, 11	11
195	3	Lower_Left	CPCG0199	5:30217746−163056821	16, 16	16
195	4	Lower_Right	CPCG0199	7:7799682−14177776	8, 8	8
196	1	Upper_Left	CPCG0199	12:40811810−113578120	22, 22	22
196	2	Upper_Right	CPCG0201	5:19275862−166331721	26, 29	46
196	3	Lower_Left	CPCG0201	6:64935112−158946645	18, 24	24
196	4	Lower_Right	CPCG0201	9:6256612−23184831	37, 37	37
197	1	Upper_Left	CPCG0201	13:78597547−81366968	7, 7	7
197	2	Upper_Right	CPCG0206	5:7327241−94584506	11, 17	17
197	3	Lower_Left	CPCG0208	5:54711398−151747029	23, 23	23
197	4	Lower_Right	CPCG0208	8:6075645−42724629	8, 8	8
198	1	Upper_Left	CPCG0211	2:15850928−179041463	7, 10	20
198	2	Upper_Right	CPCG0211	14:23310029−91217856	11, 13	18
198	3	Lower_Left	CPCG0217	12:11281216−18305829	14, 14	14
198	4	Lower_Right	CPCG0232	1:33333284−160926638	23, 34	50
199	1	Upper_Left	CPCG0232	5:54443227−122107536	9, 9	9
199	2	Upper_Right	CPCG0232	18:54357319−68058750	9, 9	9
199	3	Lower_Left	CPCG0233	3:7634513−179524544	8, 17	92
199	4	Lower_Right	CPCG0233	4:59417131−151727783	29, 29	50
200	1	Upper_Left	CPCG0233	6:81224216−133441817	12, 26	26
200	2	Upper_Right	CPCG0233	8:91134186−115039929	10, 10	10
200	3	Lower_Left	CPCG0233	21:18298400−22568498	11, 11	11
200	4	Lower_Right	CPCG0236	1:170266116−192996844	14, 14	14
201	1	Upper_Left	CPCG0236	4:12833922−68421773	7, 11	19
201	2	Upper_Right	CPCG0236	5:97010270−106309341	7, 7	7
201	3	Lower_Left	CPCG0236	10:46962433−85287848	21, 21	36
201	4	Lower_Right	CPCG0238	1:25248495−156885998	14, 17	17
202	1	Upper_Left	CPCG0238	13:33264435−83241801	14, 14	14
202	2	Upper_Right	CPCG0241	2:9693687−239470346	23, 25	25
202	3	Lower_Left	CPCG0241	3:53132905−194929596	15, 21	29
202	4	Lower_Right	CPCG0241	13:63794744−71333917	8, 8	8
203	1	Upper_Left	CPCG0242	8:8188079−96079992	11, 26	66
203	2	Upper_Right	CPCG0246	12:8702882−45773773	11, 13	13
203	3	Lower_Left	CPCG0248	12:23143579−30936876	9, 9	9
203	4	Lower_Right	CPCG0249	2:52137503−222453077	15, 21	28
204	1	Upper_Left	CPCG0249	5:24023055−168167900	20, 21	78
204	2	Upper_Right	CPCG0249	11:6102762−104228614	15, 32	32
204	3	Lower_Left	CPCG0256	10:753210−118664596	9, 15	26
204	4	Lower_Right	CPCG0258	3:119241441−156069152	8, 8	8
205	1	Upper_Left	CPCG0263	8:50690802−90644745	10, 12	15
205	2	Upper_Right	CPCG0267	1:204042528−237113743	11, 11	14
205	3	Lower_Left	CPCG0267	3:10350196−84771997	7, 8	8
205	4	Lower_Right	CPCG0268	1:156391329−161122378	10, 20	20
206	1	Upper_Left	CPCG0268	5:86850288−103636603	8, 13	13
206	2	Upper_Right	CPCG0324	2:138429668−155586709	9, 9	9
206	3	Lower_Left	CPCG0331	3:5905087−156509264	9, 21	27
206	4	Lower_Right	CPCG0331	10:26837814−93718569	9, 14	14
207	1	Upper_Left	CPCG0336	8:63930625−78804766	11, 16	16
207	2	Upper_Right	CPCG0340	5:53204904−155545927	9, 22	24
207	3	Lower_Left	CPCG0340	6:18322627−152548190	22, 22	22
207	4	Lower_Right	CPCG0342	10:46999321−113799131	7, 12	12
208	1	Upper_Left	CPCG0350	8:20040649−42029377	14, 16	16
208	2	Upper_Right	CPCG0350	11:32402370−134754988	14, 18	18
208	3	Lower_Left	CPCG0350	18:4244316−74665300	19, 19	19
208	4	Lower_Right	CPCG0354	12:12779174−126256048	19, 19	19
209	1	Upper_Left	CPCG0354	17:6755315−80126854	8, 8	8
209	2	Upper_Right	CPCG0360	12:11938733−90103272	8, 14	30
209	3	Lower_Left	CPCG0362	13:20078680−98039016	8, 9	9
209	4	Lower_Right	CPCG0364	6:1360399−168764390	14, 14	38
210	1	Upper_Left	CPCG0366	1:150909043−205693972	7, 7	7
210	2	Upper_Right	CPCG0366	2:22493101−230456464	7, 8	44
210	3	Lower_Left	CPCG0369	6:128987682−166522109	9, 12	12
210	4	Lower_Right	CPCG0372	1:10695500−119824570	7, 7	7
211	1	Upper_Left	CPCG0372	20:20333170−56648940	11, 11	11
211	2	Upper_Right	CPCG0375	2:103449140−146851707	9, 9	9
211	3	Lower_Left	CPCG0375	7:14565219−18687976	9, 9	9
211	4	Lower_Right	CPCG0375	12:39777632−83554265	17, 17	17
212	1	Upper_Left	CPCG0388	2:117339084−155136678	10, 15	15
212	2	Upper_Right	CPCG0388	5:22412327−101716388	16, 27	32
212	3	Lower_Left	CPCG0388	12:7695125−132397887	27, 27	27
212	4	Lower_Right	CPCG0392	5:44374104−175313675	25, 69	69
213	1	Upper_Left	CPCG0392	17:40076564−53795248	10, 10	10
213	2	Upper_Right	CPCG0404	3:98011541−158330216	43, 43	43
213	3	Lower_Left	CPCG0404	4:10877187−133253578	30, 30	30
213	4	Lower_Right	CPCG0404	5:12953930−128804942	9, 14	19
214	1	Upper_Left	CPCG0407	4:127348851−137036859	9, 9	9
214	2	Upper_Right	CPCG0409	3:9353418−184040107	28, 28	28
214	3	Lower_Left	CPCG0409	8:75912919−113963127	18, 18	18
214	4	Lower_Right	CPCG0409	12:9962423−104916091	13, 13	13
215	1	Upper_Left	CPCG0412	11:30685891−119565687	16, 19	19
215	2	Upper_Right	CPCG0413	5:28572732−82901949	23, 27	27
215	3	Lower_Left	0065_CRUK_PC_0065	1:75879779−120025710	11, 11	11
215	4	Lower_Right	0065_CRUK_PC_0065	3:27203160−193771532	10, 10	10
216	1	Upper_Left	0067_CRUK_PC_0067	3:21978772−168757004	9, 9	9
216	2	Upper_Right	0067_CRUK_PC_0067	8:64237001−88665512	11, 11	11
216	3	Lower_Left	0067_CRUK_PC_0067	9:26921758−30071295	9, 9	9
216	4	Lower_Right	0072_CRUK_PC_0072	1:67986816−86784290	20, 20	20
217	1	Upper_Left	0072_CRUK_PC_0072	8:12443102−41913983	10, 10	10
217	2	Upper_Right	0072_CRUK_PC_0072	10:27291487−93614346	13, 13	13
217	3	Lower_Left	0072_CRUK_PC_0072	12:38382189−133229840	17, 17	17
217	4	Lower_Right	0077_CRUK_PC_0077	1:148930966−248810132	53, 56	78
218	1	Upper_Left	0077_CRUK_PC_0077	4:32778170−136168076	16, 28	28
218	2	Upper_Right	0077_CRUK_PC_0077	5:46053227−172902121	16, 22	22
218	3	Lower_Left	0077_CRUK_PC_0077	6:697961−127720347	9, 13	13
218	4	Lower_Right	0077_CRUK_PC_0077	12:10457601−23828590	7, 7	7
219	1	Upper_Left	0082_CRUK_PC_0082	6:2865588−18891521	14, 14	14
219	2	Upper_Right	0082_CRUK_PC_0082	10:59502181−102770426	16, 24	24
219	3	Lower_Left	0089_CRUK_PC_0089	6:81197888−127781306	18, 18	18
219	4	Lower_Right	0089_CRUK_PC_0089	13:19665581−31750172	8, 12	17
220	1	Upper_Left	0090_CRUK_PC_0090	4:67524856−158414913	14, 14	22
220	2	Upper_Right	0090_CRUK_PC_0090	12:4134323−74087961	12, 13	24
220	3	Lower_Left	0091_CRUK_PC_0091	5:654406−92191496	21, 23	23
220	4	Lower_Right	0091_CRUK_PC_0091	11:3944706−132738959	15, 15	15
221	1	Upper_Left	0091_CRUK_PC_0091	12:4404224−14760891	8, 8	8
221	2	Upper_Right	0091_CRUK_PC_0091	13:61651222−91504852	25, 34	34
221	3	Lower_Left	A12-0020_CRUK_PC_0020	3:7099331−154439230	17, 17	17
221	4	Lower_Right	A21-0096_CRUK_PC_0096	4:102585699−128146094	28, 28	28
222	1	Upper_Left	A21-0096_CRUK_PC_0096	6:110920236−118495780	11, 13	13
222	2	Upper_Right	A21-0096_CRUK_PC_0096	7:47819326−108795651	10, 16	16
222	3	Lower_Left	A21-0096_CRUK_PC_0096	8:38045408−103847169	14, 19	87
222	4	Lower_Right	A21-0096_CRUK_PC_0096	10:9280803−129008365	39, 55	55
223	1	Upper_Left	A24-0021_CRUK_PC_0021	2:104733057−222529357	10, 15	57
223	2	Upper_Right	A24-0021_CRUK_PC_0021	3:12152327−178682467	7, 13	26
223	3	Lower_Left	A24-0021_CRUK_PC_0021	6:78541847−151587659	13, 13	13
223	4	Lower_Right	A34-0022_CRUK_PC_0022	8:18259748−136762151	11, 16	67
224	1	Upper_Left	A34-0022_CRUK_PC_0022	10:82501407−92221074	23, 23	23
224	2	Upper_Right	3acd8328-76f7-4f43-9660-394b95748c3d	1:21235981−246814200	11, 11	16
224	3	Lower_Left	3acd8328-76f7-4f43-9660-394b95748c3d	8:9194649−67046989	9, 9	9
224	4	Lower_Right	3acd8328-76f7-4f43-9660-394b95748c3d	17:10827228−11022986	12, 12	12
225	1	Upper_Left	4fe004e5-49f9-4336-a690-6ebad512c813	8:64418681−134574191	11, 16	16
225	2	Upper_Right	4fe004e5-49f9-4336-a690-6ebad512c813	18:4417928−70232682	8, 14	14
225	3	Lower_Left	5dd69c3e-9a3d-450c-9f10-10b4d6daeeba	1:50713589−191622424	15, 15	15
225	4	Lower_Right	5dd69c3e-9a3d-450c-9f10-10b4d6daeeba	6:62617511−70840186	9, 9	9
226	1	Upper_Left	73f875cb-bcfc-43ba-ab97-4e94caf836d4	2:82362285−156575950	10, 10	10
226	2	Upper_Right	73f875cb-bcfc-43ba-ab97-4e94caf836d4	7:8238638−153576066	14, 14	35
226	3	Lower_Left	c039014f-821c-43d6-9d3c-914f9c8d98fa	2:50901965−229972547	15, 36	36
226	4	Lower_Right	c039014f-821c-43d6-9d3c-914f9c8d98fa	5:30074933−152675583	21, 32	32
227	1	Upper_Left	c039014f-821c-43d6-9d3c-914f9c8d98fa	7:84753907−128099139	7, 10	21
227	2	Upper_Right	c039014f-821c-43d6-9d3c-914f9c8d98fa	8:49431428−59807696	19, 19	19
227	3	Lower_Left	c039014f-821c-43d6-9d3c-914f9c8d98fa	21:16364103−29777341	12, 12	12
227	4	Lower_Right	da5b0169-e4f4-4674-b348-220af03ff4b5	2:140924944−217210101	8, 12	12
228	1	Upper_Left	f6381367-142c-45d0-92b3-c1727d1813ce	6:87766263−107431907	7, 7	7
228	2	Upper_Right	MELA-0001	4:18741843−110768809	7, 13	68
228	3	Lower_Left	MELA-0001	11:57335469−97526275	7, 9	95
228	4	Lower_Right	MELA-0002	5:759044−45795365	10, 12	122
229	1	Upper_Left	MELA-0002	7:1508469−101805272	10, 14	137
229	2	Upper_Right	MELA-0002	11:48612434−104669302	7, 10	113
229	3	Lower_Left	MELA-0002	18:19034698−74083616	7, 10	21
229	4	Lower_Right	MELA-0003	5:1296136−45874996	11, 27	52
230	1	Upper_Left	MELA-0003	9:24544471−36364603	7, 7	7
230	2	Upper_Right	MELA-0003	12:43076099−128657837	11, 24	377
230	3	Lower_Left	MELA-0007	8:3242350−72370952	8, 19	59
230	4	Lower_Right	MELA-0007	9:9654286−66858139	7, 10	156
231	1	Upper_Left	MELA-0007	12:20581752−32372625	11, 21	21
231	2	Upper_Right	MELA-0009	20:50318897−61655152	9, 14	18
231	3	Lower_Left	MELA-0009	22:31415162−49131333	7, 7	7
231	4	Lower_Right	MELA-0012	7:32236661−117391259	7, 15	97
232	1	Upper_Left	MELA-0012	12:62098962−89622897	13, 18	28
232	2	Upper_Right	MELA-0012	13:22438944−77491950	10, 10	10
232	3	Lower_Left	MELA-0012	X:22327741−154060135	11, 34	34
232	4	Lower_Right	MELA-0043	6:146452116−170788391	14, 14	14
233	1	Upper_Left	MELA-0043	7:5229877−53502420	7, 10	16
233	2	Upper_Right	MELA-0048	7:858862−151538983	8, 8	316
233	3	Lower_Left	MELA-0052	11:59180890−101076970	7, 9	29
233	4	Lower_Right	MELA-0055	1:9644166−63480813	9, 9	14
234	1	Upper_Left	MELA-0056	2:134717568−156505138	12, 13	17
234	2	Upper_Right	MELA-0056	11:61794852−122148653	11, 16	25
234	3	Lower_Left	MELA-0060	14:21034990−55876063	10, 10	39
234	4	Lower_Right	MELA-0066	17:6966673−74491773	7, 21	160
235	1	Upper_Left	MELA-0067	6:26830084−55474034	8, 11	22
235	2	Upper_Right	MELA-0067	7:129744428−147453672	8, 10	64
235	3	Lower_Left	MELA-0067	11:58806330−124114052	11, 11	344
235	4	Lower_Right	MELA-0067	20:18728454−50145269	7, 15	15
236	1	Upper_Left	MELA-0070	5:703450−42018198	15, 15	30
236	2	Upper_Right	MELA-0070	16:69653875−83050346	9, 10	34
236	3	Lower_Left	MELA-0070	17:38259169−65526580	9, 13	30
236	4	Lower_Right	MELA-0070	20:37323724−59336022	10, 11	21
237	1	Upper_Left	MELA-0075	10:72902980−90393121	14, 14	14
237	2	Upper_Right	MELA-0076	14:24748061−58748685	10, 24	24
237	3	Lower_Left	MELA-0160	9:80306032−139519485	13, 15	43
237	4	Lower_Right	MELA-0167	5:1403933−109603948	7, 10	31
238	1	Upper_Left	MELA-0167	11:14788852−130055978	7, 12	188
238	2	Upper_Right	MELA-0169	6:70072538−100661050	10, 20	20
238	3	Lower_Left	MELA-0170	4:5123431−49258772	7, 8	19
238	4	Lower_Right	MELA-0174	3:8169851−171292232	7, 7	7
239	1	Upper_Left	MELA-0174	9:2192834−27453601	14, 14	14
239	2	Upper_Right	MELA-0180	11:67275408−80004995	7, 8	8
239	3	Lower_Left	MELA-0184	9:474983−8830179	8, 11	62
239	4	Lower_Right	MELA-0184	17:47916−22130644	8, 11	251
240	1	Upper_Left	MELA-0185	10:17445989−38881097	9, 11	18
240	2	Upper_Right	MELA-0193	6:548107−82083993	8, 17	59
240	3	Lower_Left	MELA-0193	11:4690426−90534996	10, 12	75
240	4	Lower_Right	MELA-0200	9:13186614−35103688	8, 8	14
241	1	Upper_Left	MELA-0203	6:44528437−168230895	11, 14	14
241	2	Upper_Right	MELA-0223	22:25575062−40335606	11, 11	11
241	3	Lower_Left	MELA-0226	7:123055563−158071677	17, 42	42
241	4	Lower_Right	MELA-0229	3:39682784−62393971	7, 11	11
242	1	Upper_Left	MELA-0230	4:28707038−182542170	7, 13	347
242	2	Upper_Right	MELA-0230	8:35775519−80798642	14, 20	46
242	3	Lower_Left	MELA-0231	1:49615754−106759581	10, 11	77
242	4	Lower_Right	MELA-0231	2:5310579−242675572	7, 19	198
243	1	Upper_Left	MELA-0231	5:4413255−157081452	8, 12	150
243	2	Upper_Right	MELA-0231	6:76285221−169646112	8, 9	117
243	3	Lower_Left	MELA-0231	9:396152−20238662	8, 9	29
243	4	Lower_Right	MELA-0231	11:85905386−127883071	7, 11	43
244	1	Upper_Left	MELA-0231	12:4111597−34617370	7, 7	27
244	2	Upper_Right	MELA-0231	X:114145722−144057315	9, 14	24
244	3	Lower_Left	MELA-0234	11:83286872−101298726	8, 8	8
244	4	Lower_Right	MELA-0239	1:36546861−105343304	42, 42	63
245	1	Upper_Left	01ad975d-c2ed-4e4d-bd3b-c9512fc9073c	17:34042841−67932342	14, 14	14
245	2	Upper_Right	1404791b-86bf-4dfd-85b4-c8ff356f109c	6:503244−53879504	11, 29	53
245	3	Lower_Left	1404791b-86bf-4dfd-85b4-c8ff356f109c	11:33008500−79611122	13, 19	58
245	4	Lower_Right	1404791b-86bf-4dfd-85b4-c8ff356f109c	17:26903274−78531573	7, 18	37
246	1	Upper_Left	210726bd-db19-48ae-9a3d-e6ac44480e85	5:1296282−31464643	7, 7	24
246	2	Upper_Right	210726bd-db19-48ae-9a3d-e6ac44480e85	12:44527293−127533801	8, 16	16
246	3	Lower_Left	3582fb74-f43d-4fcd-8f22-bb1506fcff1c	5:52969272−84413143	13, 23	23
246	4	Lower_Right	3582fb74-f43d-4fcd-8f22-bb1506fcff1c	11:68283918−109705790	7, 11	40
247	1	Upper_Left	3fea3f02-2db3-44e0-984e-c61130d92c9b	9:34192125−138885872	15, 37	50
247	2	Upper_Right	40e17bf8-6c19-4e5e-b60d-ad54f504a970	9:32139979−140579391	21, 46	46
247	3	Lower_Left	40e17bf8-6c19-4e5e-b60d-ad54f504a970	22:29683567−49998524	16, 16	16
247	4	Lower_Right	5bc515c8-7727-4d69-98e9-31bbcb748550	1:145684513−247510948	11, 43	77
248	1	Upper_Left	5bc515c8-7727-4d69-98e9-31bbcb748550	15:45003571−101242417	9, 15	74
248	2	Upper_Right	5f6df69c-4ebf-4811-8b28-ad393dfbe1a3	18:69402625−77693227	20, 20	20
248	3	Lower_Left	5f6df69c-4ebf-4811-8b28-ad393dfbe1a3	20:40210929−55897885	14, 16	16
248	4	Lower_Right	68f75ab5-9d77-40c5-a8ce-f56016bbe9e4	19:969992−20616012	11, 14	211
249	1	Upper_Left	76cc1d42-acec-46b3-9663-5e4de2550353	2:182474699−242863436	42, 47	47
249	2	Upper_Right	76cc1d42-acec-46b3-9663-5e4de2550353	4:176289985−190678345	18, 18	18
249	3	Lower_Left	76cc1d42-acec-46b3-9663-5e4de2550353	5:253936−44452670	7, 25	67
249	4	Lower_Right	7b92fcd4-f9be-4b97-94a2-b2e8348aeaba	X:118264440−146947067	7, 14	20
250	1	Upper_Left	7ce09a09-074e-4f38-bed7-98ab34347fbe	1:149816333−248002432	10, 19	91
250	2	Upper_Right	7ce09a09-074e-4f38-bed7-98ab34347fbe	7:61559135−158613296	10, 11	49
250	3	Lower_Left	7ce09a09-074e-4f38-bed7-98ab34347fbe	11:5892683−117914383	8, 24	30
250	4	Lower_Right	800d3a17-269f-4d97-94ff-8585f20038d8	2:32129440−88367600	8, 14	23
251	1	Upper_Left	800d3a17-269f-4d97-94ff-8585f20038d8	3:69695493−193847204	8, 17	76
251	2	Upper_Right	800d3a17-269f-4d97-94ff-8585f20038d8	4:58983388−104017952	8, 9	29
